time,house,duration,mean,ci_low,ci_high
350.0,80132 Tucker Forest,4.0,1.9333333333333331,1.0666666666666667,2.8000000000000003
360.0,33387 Robert Harbors Suite 317,1.0,1.8466666666666665,1.08,3.1
360.0,98050 Breanna Parkway,2.0,1.8466666666666665,1.08,3.1
360.0,80132 Tucker Forest,1.0,1.8466666666666665,1.08,3.1
360.0,26064 Mitchell Square Suite 234,2.0,1.8466666666666665,1.08,3.1
370.0,98050 Breanna Parkway,1.0,1.2833333333333334,1.0,1.5833333333333335
370.0,33387 Robert Harbors Suite 317,1.0,1.2833333333333334,1.0,1.5833333333333335
370.0,81219 Emma Freeway,1.0,1.2833333333333334,1.0,1.5833333333333335
370.0,26064 Mitchell Square Suite 234,1.0,1.2833333333333334,1.0,1.5833333333333335
380.0,80132 Tucker Forest,1.0,1.2333333333333334,1.0,1.6333333333333335
380.0,98050 Breanna Parkway,1.0,1.2333333333333334,1.0,1.6333333333333335
380.0,80132 Tucker Forest,1.0,1.2333333333333334,1.0,1.6333333333333335
390.0,33387 Robert Harbors Suite 317,1.0,1.4,1.0,2.0
390.0,26064 Mitchell Square Suite 234,1.0,1.4,1.0,2.0
390.0,81219 Emma Freeway,1.0,1.4,1.0,2.0
390.0,98050 Breanna Parkway,1.0,1.4,1.0,2.0
400.0,33387 Robert Harbors Suite 317,1.0,1.6,1.2,2.0
400.0,80132 Tucker Forest,1.0,1.6,1.2,2.0
410.0,81219 Emma Freeway,1.0,1.3666666666666667,1.0,1.9666666666666663
420.0,98050 Breanna Parkway,6.0,2.1833333333333336,1.2333333333333334,3.1333333333333333
410.0,26064 Mitchell Square Suite 234,1.0,1.3666666666666667,1.0,1.9666666666666663
420.0,80132 Tucker Forest,1.0,2.1833333333333336,1.2333333333333334,3.1333333333333333
430.0,33387 Robert Harbors Suite 317,3.0,2.1,1.5,2.7
430.0,26064 Mitchell Square Suite 234,1.0,2.1,1.5,2.7
430.0,81219 Emma Freeway,5.0,2.1,1.5,2.7
440.0,80132 Tucker Forest,2.0,1.7,1.15,2.6
440.0,98050 Breanna Parkway,1.0,1.7,1.15,2.6
440.0,26064 Mitchell Square Suite 234,1.0,1.7,1.15,2.6
440.0,98050 Breanna Parkway,1.0,1.7,1.15,2.6
450.0,80132 Tucker Forest,1.0,1.35,1.0,1.75
450.0,33387 Robert Harbors Suite 317,1.0,1.35,1.0,1.75
450.0,81219 Emma Freeway,1.0,1.35,1.0,1.75
460.0,26064 Mitchell Square Suite 234,2.0,1.5633333333333332,1.2133333333333332,2.016666666666667
460.0,33387 Robert Harbors Suite 317,1.0,1.5633333333333332,1.2133333333333332,2.016666666666667
460.0,98050 Breanna Parkway,1.0,1.5633333333333332,1.2133333333333332,2.016666666666667
470.0,81219 Emma Freeway,1.0,2.0,1.231666666666667,2.8666666666666667
470.0,80132 Tucker Forest,1.0,2.0,1.231666666666667,2.8666666666666667
480.0,33387 Robert Harbors Suite 317,1.0,1.95,1.4,2.6024999999999974
480.0,98050 Breanna Parkway,5.0,1.95,1.4,2.6024999999999974
480.0,80132 Tucker Forest,1.0,1.95,1.4,2.6024999999999974
480.0,26064 Mitchell Square Suite 234,1.0,1.95,1.4,2.6024999999999974
490.0,81219 Emma Freeway,1.0,2.0833333333333335,1.4,2.7666666666666666
490.0,98050 Breanna Parkway,1.0,2.0833333333333335,1.4,2.7666666666666666
490.0,33387 Robert Harbors Suite 317,2.0,2.0833333333333335,1.4,2.7666666666666666
500.0,80132 Tucker Forest,3.0,1.8333333333333333,1.0,3.0
